"lake","date","year","doy","PML","PML.g440","taxon_name","number_per_net","mean_length","mean_individ_biomass","net_efficiency_mean","abundance_raw","abundance","biomass","manual_chl","cumulative.load","daily.load"
"L",2012-05-29,2012,150,0.036,0.82908,"Daphnia",45.27558899,0.815021694,4.007428282,0.1437983365,640.518559036044,4454.2835099907,0.017850221713983,NA,NA,NA
"T",2012-05-30,2012,151,0.15,3.4545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",2012-06-04,2012,156,0.049,1.12847,"Daphnia",9.345622063,0.616883576,1.878617418,0.17723005627381,132.2135064529,745.999348150284,0.00140144736925177,NA,NA,NA
"L",2012-06-05,2012,157,0.043,0.99029,"Daphnia",29.42721558,0.929284155,5.72597738,0.1437983365,416.309939643363,2895.09565810146,0.0165772522512252,NA,NA,NA
"T",2012-06-06,2012,158,0.146,3.36238,"Daphnia",1.606162071,NA,NA,0.14,22.7225451561214,162.303893972296,NA,NA,NA,NA
"R",2012-06-11,2012,163,0.05,1.1515,"Daphnia",11.8801775,1.048454404,7.950242782,0.17723005627381,168.070131016366,948.316186035103,0.00753934391307935,NA,NA,NA
"L",2012-06-12,2012,164,0.049,1.12847,"Daphnia",446.741394,0.985760748,6.722706599,0.1437983365,6320.09787901013,43951.1195528339,0.295470481451274,NA,NA,NA
"T",2012-06-13,2012,165,0.143,3.29329,"Daphnia",4.063553333,NA,NA,0.14,57.4875199523997,410.625142517141,NA,NA,NA,NA
"R",2012-06-18,2012,170,0.047,1.08241,"Daphnia",95.11730194,0.672574103,2.37650539,0.17723005627381,1345.63455798358,7592.58664289234,0.0180438230808757,NA,NA,NA
"L",2012-06-19,2012,171,0.045,1.03635,"Daphnia",76.50943756,0.89892745,5.231384577,0.1437983365,1082.38712718709,7527.11855736305,0.0393772519302395,NA,NA,NA
"T",2012-06-20,2012,172,0.142,3.27026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",2012-06-25,2012,177,0.055,1.26665,"Daphnia",18.22818756,0.560381174,1.446641235,0.17723005627381,257.876102558239,1455.03594582082,0.00210491499763162,NA,NA,NA
"L",2012-06-26,2012,178,0.054,1.24362,"Daphnia",81.47107697,0.911442518,5.431868822,0.1437983365,1152.57996611518,8015.25243037273,0.0435377997770013,NA,NA,NA
"T",2012-06-27,2012,179,0.156,3.59268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",2012-07-02,2012,184,0.052,1.19756,"Daphnia",96.27797699,0.684699953,2.494861436,0.17723005627381,1362.05475100856,7685.23567415826,0.0191735981100289,NA,NA,NA
"L",2012-07-03,2012,185,0.054,1.24362,"Daphnia",595.4375,0.90696311,5.359563171,0.1437983365,8423.7174602027,58580.0758564596,0.313963617114667,NA,NA,NA
"T",2012-07-04,2012,186,0.157,3.61571,"Daphnia",9.82758522,NA,NA,0.14,139.031890348431,993.084931060223,NA,NA,NA,NA
"R",2012-07-09,2012,191,0.058,1.33574,"Daphnia",177.1882782,0.88058567,4.946117283,0.17723005627381,2506.70136297528,14143.7711846267,0.0699567511030797,NA,NA,NA
"L",2012-07-10,2012,192,0.059,1.35877,"Daphnia",301.2350159,0.910592914,5.418107583,0.1437983365,4261.60371669784,29635.9736866486,0.160570893761219,NA,NA,NA
"T",2012-07-11,2012,193,0.154,3.54662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",2012-07-16,2012,198,0.057,1.31271,"Daphnia",171.8982086,0.835133791,4.282152141,0.17723005627381,2431.86218731838,13721.499831616,0.0587575498816858,NA,NA,NA
"L",2012-07-17,2012,199,0.062,1.42786,"Daphnia",80.64705658,0.885229766,5.017391206,0.1437983365,1140.92246226833,7934.18401101138,0.0398089050836343,NA,NA,NA
"T",2012-07-18,2012,200,0.155,3.56965,"Daphnia",5.01356554,NA,NA,0.14,70.9274433961056,506.624595686468,NA,NA,NA,NA
"R",2012-07-23,2012,205,0.056,1.28968,"Daphnia",426.3948059,1.15143168,10.25778173,0.17723005627381,6032.2525393506,34036.2840602564,0.349136772790388,NA,NA,NA
"L",2012-07-24,2012,206,0.066,1.51998,"Daphnia",333.204071,1.088307977,8.799349133,0.1437983365,4713.87332959936,32781.1395064321,0.288452691494675,NA,NA,NA
"T",2012-07-25,2012,207,0.151,3.47753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",2012-07-30,2012,212,0.054,1.24362,"Daphnia",261.8293152,0.8625741,4.675756282,0.17723005627381,3704.12708981742,20900.1067183253,0.0977238052826799,NA,NA,NA
"L",2012-07-31,2012,213,0.059,1.35877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T",2012-08-01,2012,214,0.152,3.50056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",2012-08-06,2012,219,0.057,1.31271,"Daphnia",265.6662598,0.935112059,5.824179735,0.17723005627381,3758.40875199162,21206.3846901064,0.123509795964732,NA,NA,NA
"L",2012-08-07,2012,220,0.069,1.58907,"Daphnia",1213.530396,1.404396296,17.60587186,0.1437983365,17167.9432102814,119389.025131604,2.10194787795734,NA,NA,NA
"T",2012-08-08,2012,221,0.146,3.36238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R",2012-08-13,2012,226,0.049,1.12847,"Daphnia",56.82617188,0.896223605,5.188695307,0.17723005627381,803.92588015037,4536.05836985321,0.0235362247759354,NA,NA,NA
"L",2012-08-14,2012,227,0.05,1.1515,"Daphnia",173.0537567,1.309002161,14.5399666,0.1437983365,2448.20984883797,17025.3002115777,0.247547296431313,NA,NA,NA
"T",2012-08-15,2012,228,0.143,3.29329,"Daphnia",2.957829952,NA,NA,0.14,41.844734016539,298.890957260993,NA,NA,NA,NA
"R",2012-08-20,2012,233,0.052,1.19756,"Daphnia",117.4840393,0.78775239,3.653134684,0.17723005627381,1662.05916346644,9377.97571366036,0.0342590083452823,NA,NA,NA
"L",2012-08-21,2012,234,0.057,1.31271,"Daphnia",204.6244812,1.034323931,7.662164971,0.1437983365,2894.8442364973,20131.2776417083,0.154249170367773,NA,NA,NA
"T",2012-08-22,2012,235,0.145,3.33935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",2012-08-27,2012,240,0.056,1.28968,"Daphnia",352.9545593,1.164902329,10.58749205,0.1437983365,4993.28558217036,34724.2235460099,0.367642440735803,NA,NA,NA
"R",2012-08-27,2012,240,0.053,1.22059,"Daphnia",114.6769943,0.843347788,4.397682502,0.17723005627381,1622.34760015699,9153.9078318102,0.0402559802968725,NA,NA,NA
"T",2012-08-28,2012,241,0.143,3.29329,"Daphnia",2.891208649,NA,NA,0.14,40.9022353776347,292.158824125962,NA,NA,NA,NA
"R",2013-05-21,2013,141,0.071,1.63513,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"L",2013-05-22,2013,142,0.055,1.26665,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"T",2013-05-23,2013,143,0.174,4.00722,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"R",2013-05-27,2013,147,0.076,1.75028,"Daphnia",9.63841281347625,0.858933333333333,8.19879534514019,0.17723005627381,136.355648251112,769.370901967388,0.00630791456973653,3.783278354,0,0
"L",2013-05-28,2013,148,0.062,1.42786,"Daphnia",58.524826300627,1.26986666666667,20.5224660493722,0.1437983365,827.95692438572,5757.76427278573,0.118163521808533,2.141552024,0,0
"T",2013-05-29,2013,149,0.194,4.46782,"Daphnia",1.70570172377695,NA,NA,0.14,24.1307431803972,172.362451288551,NA,8.722245636,0,0
"R",2013-06-03,2013,154,0.082,1.88846,"Daphnia",62.899303117864,0.747933333333333,3.48175462785033,0.17723005627381,889.843111843868,5020.83636688077,0.0174813202560664,5.898230459,0.5,0.5
"L",2013-06-04,2013,155,0.071,1.63513,"Daphnia",74.4716593863481,0.980933333333333,12.0453384148536,0.1437983365,1053.55846325273,7326.638742116,0.0882518430921645,2.302472918,0,0
"T",2013-06-05,2013,156,0.229,5.27387,"Daphnia",0,NA,NA,0.14,0,0,NA,9.920563378,1.5,0.5
"R",2013-06-10,2013,161,0.094,2.16482,"Daphnia",52.9556318084421,0.92175,6.39599552613627,0.17723005627381,749.168939277152,4227.09869323594,0.0270365043304735,3.666824712,4.3125,0.8125
"L",2013-06-11,2013,162,0.067,1.54301,"Daphnia",180.439717665013,1.19833333333333,12.4016258707918,0.1437983365,2552.69982191047,17751.9426444163,0.220152951155805,1.77403651,0,0
"T",2013-06-12,2013,163,0.235,5.41205,"Daphnia",5.07253006714381,NA,NA,0.14,71.7616208149512,512.58300582108,NA,5.011987795,5.9375,0.8125
"R",2013-06-17,2013,168,0.09,2.0727,"Daphnia",71.5509903043899,0.7468,3.23097749928643,0.17723005627381,1012.23944800568,5711.44347232974,0.0184535453475438,1.339647765,10.3125,1.125
"L",2013-06-18,2013,169,0.069,1.58907,"Daphnia",132.786088983874,1.412125,19.41952325828,0.1437983365,1878.53888316656,13063.7038570092,0.253690900890473,1.942081356,0,0
"T",2013-06-19,2013,170,0.245,5.64235,"Daphnia",0,NA,NA,0.14,0,0,NA,6.087245003,12.5625,1.125
"R",2013-06-24,2013,175,0.106,2.44118,"Daphnia",89.953468239368,1.15706666666667,13.3131388800553,0.17723005627381,1272.58125498269,7180.39186884095,0.0955935541630994,2.186134178,18.5,1.4375
"L",2013-06-25,2013,176,0.068,1.56604,"Daphnia",169.840695652174,1.6143125,28.1050742389069,0.1437983365,2402.75433344086,16709.1942224301,0.469613144093712,2.285122646,0,0
"T",2013-06-26,2013,177,0.246,5.66538,"Daphnia",0,NA,NA,0.14,0,0,NA,7.07605,21.375,1.4375
"R",2013-07-01,2013,182,0.113,2.60239,"Daphnia",122.625042386379,1.18286666666667,16.4625243073488,0.17723005627381,1734.78947934626,9788.3480704092,0.161140918037902,3.876521699,28.875,1.75
"L",2013-07-02,2013,183,0.071,1.63513,"Daphnia",72.5302724828935,1.18335714285714,17.1763089528712,0.1437983365,1026.09345684041,7135.64205132795,0.122563992450708,2.35211078,0,0
"T",2013-07-03,2013,184,0.253,5.82659,"Daphnia",0,NA,NA,0.14,0,0,NA,5.966252714,32.375,1.75
"R",2013-07-08,2013,189,0.118,2.71754,"Daphnia",177.167163222205,0.979625,8.53824428249533,0.17723005627381,2506.40264714512,14142.0857152631,0.120748582500904,3.519289955,41.4375,2.0625
"L",2013-07-09,2013,190,0.079,1.81937,"Daphnia",96.6138494435002,0.885933333333333,8.41448592943296,0.1437983365,1366.80637422838,9505.02215460869,0.0799798751789033,2.986717059,0,0
"T",2013-07-10,2013,191,0.283,6.51749,"Daphnia",3.29998142529874,NA,NA,0.14,46.685187195354,333.465622823957,NA,10.93118795,45.5625,2.0625
"R",2013-07-15,2013,196,0.128,2.94784,"Daphnia",471.723264743121,1.2646,15.9595415272855,0.17723005627381,6673.51905380573,37654.5558587171,0.600949447918687,2.681651031,56.1875,2.375
"L",2013-07-16,2013,197,0.075,1.72725,"Daphnia",200.790703444853,0.996733333333333,10.7118912091356,0.1437983365,2840.60737601309,19754.1045686094,0.211603819072833,1.453286297,0,0
"T",2013-07-17,2013,198,0.289,6.65567,"Daphnia",5.89385572487069,NA,NA,0.14,83.3810019985454,595.578585703896,NA,5.54823757,60.9375,2.375
"R",2013-07-22,2013,203,0.133,3.06299,"Daphnia",229.872166895604,1.16546666666667,16.7221705628193,0.17723005627381,3252.02592361605,18349.1784180888,0.306838091194883,3.231746552,73.125,2.6875
"L",2013-07-23,2013,204,0.075,1.72725,"Daphnia",772.23625888067,1.23986666666667,14.2556717166567,0.1437983365,10924.9082520579,75973.8152607759,1.08305776941954,3.62046157,0,0
"T",2013-07-24,2013,205,0.319,7.34657,"Daphnia",35.2270493414586,0.956538461538462,8.49240095498307,0.14,498.360802954243,3559.72002110173,0.0302305697066767,13.50649676,78.5,2.6875
"R",2013-07-29,2013,210,0.127,2.92481,"Daphnia",726.773521505376,1.1606875,12.1924712568818,0.17723005627381,10281.7420849675,58013.5350692597,0.707328358842053,4.284770134,92.25,3
"L",2013-07-30,2013,211,0.07,1.6121,"Daphnia",42.2304970348285,1.05725,10.7074197402787,0.1437983365,597.439320206274,4154.70258382491,0.0444861444610338,4.056458949,0,0
"T",2013-07-31,2013,212,0.315,7.25445,"Daphnia",0,NA,NA,0.14,0,0,NA,20.73070159,98.25,3
"R",2013-08-05,2013,217,0.118,2.71754,NA,NA,NA,NA,NA,NA,NA,NA,9.541844874,113.5625,3.3125
"L",2013-08-06,2013,218,0.07,1.6121,"Daphnia",114.9601484167,0.752333333333333,3.36616742274809,0.1437983365,1626.35341147518,11309.959844182,0.0380712183800746,3.329183837,0,0
"T",2013-08-07,2013,219,0.29,6.6787,"Daphnia",0,NA,NA,0.14,0,0,NA,23.71810806,120.1875,3.3125
"R",2013-08-12,2013,224,0.112,2.57936,"Daphnia",329.444483589577,0.868066666666667,4.90929898942532,0.17723005627381,4660.68604779004,26297.3794952114,0.129101698580375,3.382900736,137.0625,3.625
"L",2013-08-13,2013,225,0.05,1.1515,"Daphnia",143.150678593461,0.8194,4.418561586417,0.1437983365,2025.1678315652,14083.3884511953,0.0622283192170405,1.670222139,0,0
"T",2013-08-14,2013,226,0.284,6.54052,"Daphnia",2.02820889261745,NA,NA,0.14,28.6932863007117,204.952045005083,NA,28.84620479,144.3125,3.625
"R",2013-08-19,2013,231,0.11,2.5333,"Daphnia",687.369002236633,1.2328,19.4547818281994,0.17723005627381,9724.28217192037,54868.1322816766,1.0674475428608,5.805906333,162.75,3.9375
"L",2013-08-20,2013,232,0.063,1.45089,"Daphnia",385.371257921597,1.29066666666667,18.0126120324728,0.1437983365,5451.88805544568,37913.4292380752,0.68291989168606,1.256630739,0,0
"T",2013-08-21,2013,233,0.273,6.28719,"Daphnia",1.66247891325579,NA,NA,0.14,23.5192654960623,167.994753543302,NA,21.64699125,170.625,3.9375
"R",2013-08-26,2013,238,0.109,2.51027,"Daphnia",1162.76168291104,1.3068,18.2859625456527,0.17723005627381,16449.7128420572,92815.5934038827,1.69722246463593,2.688257923,190.625,4.25
"L",2013-08-27,2013,239,0.06,1.3818,"Daphnia",93.9442071987133,1.1058,12.7211082525295,0.1437983365,1329.03866226884,9242.37856026129,0.117573298175942,2.289144233,0,0
"T",2013-08-28,2013,240,0.249,5.73447,"Daphnia",3.06738847986141,NA,NA,0.14,43.3946701291625,309.961929494018,NA,10.08901038,199.125,4.25
"R",2014-05-19,2014,139,0.09,2.0727,"Daphnia",1.21797583081571,NA,NA,0.17723005627381,17.2308332480692,97.2229745356995,NA,NA,0,0
"L",2014-05-20,2014,140,0.054,1.24362,"Daphnia",NA,NA,NA,0.1437983365,NA,NA,NA,NA,0,0
"T",2014-05-21,2014,141,0.219,5.04357,"Daphnia",0,NA,NA,0.14,0,0,NA,NA,0,0
"R",2014-05-26,2014,146,0.083,1.91149,"Daphnia",5.14975729609876,NA,NA,0.17723005627381,72.8541626131263,411.071147551695,NA,2.50817704430986,0,0
"L",2014-05-27,2014,147,0.054,1.24362,"Daphnia",NA,NA,NA,0.1437983365,NA,NA,NA,2.76886199737762,0,0
"T",2014-05-28,2014,148,0.198,4.55994,"Daphnia",0,NA,NA,0.14,0,0,NA,6.04375442266067,0,0
"R",2014-06-02,2014,153,0.077,1.77331,"Daphnia",62.0332913323165,0.921203574737149,6.19383590463461,0.17723005627381,877.591551270915,4951.70835986809,0.0306700690286304,1.93501485493673,3,3
"L",2014-06-03,2014,154,0.057,1.31271,"Daphnia",NA,NA,NA,0.1437983365,NA,NA,NA,1.92260538940226,0,0
"T",2014-06-05,2014,156,0.221,5.08963,NA,NA,NA,NA,NA,NA,NA,NA,10.3294150510947,12,3
"R",2014-06-09,2014,160,0.095,2.18785,"Daphnia",23.1709701679619,0.939411532801586,8.83542923470802,0.17723005627381,327.802172308087,1849.5856696093,0.016341883297363,6.81150392576174,24,3
"L",2014-06-10,2014,161,0.069,1.58907,"Daphnia",36.4101821192053,NA,NA,0.1437983365,515.098707835348,3582.09086678376,NA,1.8592654090701,0,0
"T",2014-06-11,2014,162,0.211,4.85933,"Daphnia",0.983993171084278,0.789,3.66889319144899,0.14,13.9206557463762,99.4332553312583,0.000364809993488463,9.53391660422911,30,3
"R",2014-06-16,2014,167,0.08,1.8424,"Daphnia",190.733036791315,NA,NA,0.17723005627381,2698.32049922365,15224.9598965026,NA,8.83532317355847,45,3
"L",2014-06-17,2014,168,0.052,1.19756,"Daphnia",14.9612440191388,NA,NA,0.1437983365,211.658305817777,1471.91066996646,NA,1.50033885385448,0,0
"T",2014-06-18,2014,169,0.21,4.8363,"Daphnia",0,NA,NA,0.14,0,0,NA,13.7368474624334,51,3
"R",2014-06-23,2014,174,0.087,2.00361,"Daphnia",189.157285017842,0.755209884979154,3.67071357422734,0.17723005627381,2676.02817177174,15099.1780290214,0.0554247577508042,5.8608009828713,66,3
"L",2014-06-24,2014,175,0.052,1.19756,"Daphnia",32.0623409669211,NA,NA,0.1437983365,453.589337954069,3154.34342979391,NA,2.27679221819847,0,0
"T",2014-06-25,2014,176,0.219,5.04357,"Daphnia",0,NA,NA,0.14,0,0,NA,12.0794082219863,72,3
"R",2014-06-30,2014,181,0.088,2.02664,"Daphnia",210.468347605455,0.727751633011431,3.25941849960366,0.17723005627381,2977.51803429257,16800.2995479079,0.054759207145334,3.06849888392857,87,3
"L",2014-07-01,2014,182,0.07,1.6121,"Daphnia",67.8740293356342,1.16726666666667,16.6462014615754,0.1437983365,960.221091229378,6677.55354200066,0.111155901530599,2.31091824841825,0,0
"T",2014-07-02,2014,183,0.208,4.79024,"Daphnia",0,NA,NA,0.14,0,0,NA,10.4393767040251,93,3
"R",2014-07-07,2014,188,0.09,2.0727,"Daphnia",114.387529597474,0.880066666666667,6.03917424314029,0.17723005627381,1618.25251231186,9130.80177445615,0.0551425028955153,3.98085313124376,108,3
"L",2014-07-08,2014,189,0.058,1.33574,"Daphnia",35.1049270072993,NA,NA,0.1437983365,496.633125341499,3453.67782012902,NA,3.70379457781802,0,0
"T",2014-07-09,2014,190,0.237,5.45811,"Daphnia",1.22974314431071,0.697,2.61865796237322,0.14,17.3973066800373,124.266476285981,0.000325411397582346,19.813262908966,114,3
"R",2014-07-14,2014,195,0.094,2.16482,"Daphnia",426.127398311589,0.944933333333333,8.76045445205338,0.17723005627381,6028.46949583808,34014.9386767923,0.297986320967428,9.27021546162171,129,3
"L",2014-07-15,2014,196,0.056,1.28968,"Daphnia",73.1374078890334,0.9512,7.26151635382653,0.1437983365,1034.68266581936,7195.37298555164,0.0522493186064648,2.56246845602314,0,0
"T",2014-07-16,2014,197,0.221,5.08963,"Daphnia",4.35846974434431,1.2,11.4777988474509,0.14,61.6597337003437,440.426669288169,0.00505512871714239,10.880392857367,135,3
"R",2014-07-21,2014,202,0.104,2.39512,"Daphnia",460.61456245825,1.2088,18.0476471650836,0.17723005627381,6516.36306447476,36767.8214490175,0.663572668540661,2.68190956179237,150,3
"L",2014-07-22,2014,203,0.053,1.22059,"Daphnia",369.532751091703,1.10146666666667,9.74622187702392,0.1437983365,5227.81901960814,36355.2120758235,0.354325963277235,2.34952547452547,0,0
"T",2014-07-23,2014,204,0.225,5.18175,"Daphnia",11.1358024691358,NA,NA,0.14,157.539378511813,1125.28127508438,NA,7.65414110628954,156,3
"R",2014-07-28,2014,209,0.1,2.303,NA,NA,NA,NA,NA,NA,NA,NA,5.71929860504079,171,3
"L",2014-07-29,2014,210,0.055,1.26665,"Daphnia",103.790660225443,1.18193333333333,13.2514778589974,0.1437983365,1468.33747748006,10211.0880641519,0.135312007398382,2.51283059388528,0,0
"T",2014-07-30,2014,211,0.215,4.95145,"Daphnia",30.2108535895986,0.519166666666667,1.25894314792628,0.14,427.396149672013,3052.82964051438,0.00384333895771183,9.67059307879621,177,3
"R",2014-08-04,2014,216,0.1,2.303,"Daphnia",393.047619047619,1.1312,12.2721605599119,0.17723005627381,5560.48635039367,31374.3981540189,0.385031651616723,8.15457003933567,192,3
"L",2014-08-05,2014,217,0.054,1.24362,"Daphnia",110.456306500215,1.20273333333333,16.5366748239438,0.1437983365,1562.63708223846,10866.8648071493,0.179701809671586,1.62831146717865,0,0
"T",2014-08-06,2014,218,0.219,5.04357,"Daphnia",218.353054751069,0.5492,1.60658130202555,0.14,3089.06382247537,22064.7415891098,0.0354488012710893,10.4435993693806,198,3
"R",2014-08-11,2014,223,0.127,2.92481,"Daphnia",75.0504032258064,0.972266666666667,7.46915263742878,0.17723005627381,1061.74601372685,5990.77851719752,0.0447460391619775,11.1310604922421,213,3
"L",2014-08-12,2014,224,0.067,1.54301,"Daphnia",440.375932835821,1.17453333333333,15.2873440386121,0.1437983365,6230.0450248467,43324.8754921911,0.662322277079159,2.31643184289669,0,0
"T",2014-08-13,2014,225,0.283,6.51749,"Daphnia",559.049762282092,0.5766875,1.83915710498935,0.14,7908.9362756928,56492.4019692343,0.103898402459632,11.6520572526432,219,3
"R",2014-08-18,2014,230,0.118,2.71754,"Daphnia",231.934518241347,0.9548,8.54841937370201,0.17723005627381,3281.20222682202,18513.8023189067,0.158263746423831,5.67569312198219,234,3
"L",2014-08-19,2014,231,0.067,1.54301,"Daphnia",98.3578708946772,1.00566666666667,8.02997902151596,0.1437983365,1391.47923065621,9676.60172241428,0.0777029088305518,2.95328130528326,0,0
"R",2014-08-25,2014,237,0.081,1.86543,"Daphnia",251.990322580645,1.01753333333333,9.7124959542828,0.17723005627381,3564.93381778052,20114.7248538528,0.195364183764557,6.94266508231352,255,3
"L",2014-08-26,2014,238,0.05,1.1515,"Daphnia",77.6137931034483,0.992066666666667,7.95723973360978,0.1437983365,1098.01056218004,7635.76678913834,0.0607596268911096,2.52877331002331,0,0
"T",2014-08-27,2014,239,0.201,4.62903,"Daphnia",31.7379730906979,0.459,0.960514122392699,0.14,449.000471209078,3207.14622292199,0.00308050923969497,16.028462097798,261,3
"R",2015-05-18,2015,138,0.067,1.54301,"Daphnia",NA,NA,NA,0.17723005627381,NA,NA,NA,NA,0,0
"L",2015-05-19,2015,139,0.042,0.96726,"Daphnia",69.9195771443865,0.7318,3.33431078621286,0.1437983365,989.159673015486,6878.79774614421,0.0229360495211453,NA,0,0
"T",2015-05-20,2015,140,0.194,4.46782,"Daphnia",0,NA,NA,0.14,0,0,NA,NA,0,0
"R",2015-05-25,2015,145,0.062,1.42786,"Daphnia",26.0642919200695,NA,NA,0.17723005627381,368.734301979485,2080.54045533797,NA,2.27921006386353,0,0
"L",2015-05-26,2015,146,0.049,1.12847,"Daphnia",51.020527201346,0.901866666666667,7.34562250534303,0.1437983365,721.792809177664,5019.4795485528,0.0368712019369585,1.99701529940664,0,0
"T",2015-05-27,2015,147,0.198,4.55994,"Daphnia",0,NA,NA,0.14,0,0,NA,7.05870089942501,0,0
"R",2015-06-01,2015,152,0.065,1.49695,"Daphnia",54.3183153770813,0.985533333333333,10.2657796910162,0.17723005627381,768.446968238844,4335.87273172018,0.044511114232124,1.43864089565969,3,3
